event_id;Agency;year;month;day;hour;minute;second;latitude;longitude;depth;magnitude;magType;catalog
sara_pre1964_000660;CERES995;1913;2;24;2;30;0;-4.2;-79.4;;4.95;Mw;sara
sara_pre1964_000661;CERES995;1913;2;28;7;0;0;-3.2;-79.2;;5.89;Mw;sara
sara_pre1964_000662;CERES995;1913;7;28;6;40;0;-16.6;-73.299;30;7.01;Mw;sara
sara_pre1964_000663;CERES995;1913;8;0;0;0;0;-6.04;-38.46;;2.87;Mw;sara
sara_pre1964_000664;ISCGE013;1913;8;6;22;14;24;-16.718;-73.744;25;7.81;Mw;sara
sara_pre1964_000665;CERES995;1913;11;4;21;33;0;-14.199;-72.9;20;7.37;Mw;sara
sara_pre1964_000666;INPRE015;1913;11;6;;;;-26.8;-65.1;;5.47;Mw;sara
sara_pre1964_000667;CERES995;1913;12;14;2;45;0;-17.78;-63.17;;5.62;Mw;sara
sara_pre1964_000668;CERES995;1914;1;30;3;36;0;-35;-73;;7.5;Mw;sara
sara_pre1964_000669;CERES995;1914;2;18;23;39;0;-17.78;-63.17;;6.13;Mw;sara
sara_pre1964_000670;CERES995;1914;2;20;12;50;0;-17.78;-63.17;;4.94;Mw;sara
sara_pre1964_000671;CERES995;1914;2;22;9;35;0;-17.78;-63.17;;6.13;Mw;sara
sara_pre1964_000672;CERES995;1914;2;26;4;58;12;-18;-67;130;7.21;Mw;sara
sara_pre1964_000673;CERES995;1914;2;27;8;10;0;-1.4;-78.599;;4.95;Mw;sara
sara_pre1964_000674;CERES995;1914;5;7;10;21;54.89;-17.18;-65.849;;5.45;Mw;sara
sara_pre1964_000675;OSC013;1914;5;15;1;39;;-17.77;-63.54;20;4.94;Mw;sara
sara_pre1964_000676;SGC014;1914;5;28;3;23;54;9;-78;70;6.9;Mw;sara
sara_pre1964_000677;BEAAL010;1914;5;31;13;27;50;-0.6;-78.42;;6.44;Mw;sara
sara_pre1964_000678;CERES995;1914;6;7;6;39;24;-0.5;-78.48;;5.08;Mw;sara
sara_pre1964_000679;CERES995;1914;9;11;11;43;0;-15.387;-73.441;80;6.52;Mw;sara
sara_pre1964_000680;CERES995;1914;12;2;23;55;0;-15.1;-73.2;15;7.37;Mw;sara
sara_pre1964_000681;CERES995;1914;12;13;8;30;0;-0.9;-78.7;;5.89;Mw;sara
sara_pre1964_000682;CERES995;1915;2;2;0;0;0;-24.18;-46.789;;2.63;Mw;sara
sara_pre1964_000683;CERES995;1915;3;20;0;0;0;-19.98;-43.869;;1.42;Mw;sara
sara_pre1964_000684;CERES995;1915;3;26;16;2;0;10.68;-61.509;0;4.93;Mw;sara
sara_pre1964_000685;CERES995;1915;4;23;15;29;18.01;-8;-68;650;7.31;Mw;sara
sara_pre1964_000686;CERES995;1915;6;6;21;29;37;-18.5;-68.5;160;7.6;Mw;sara
sara_pre1964_000687;CERES995;1915;8;21;19;23;0;-12.935;-76.814;40;6.23;Mw;sara
sara_pre1964_000688;CERES995;1915;8;22;9;18;16;0.1;-78.7;;5.42;Mw;sara
sara_pre1964_000689;CERES995;1915;9;20;22;28;0;-14.412;-76.228;80;6.23;Mw;sara
sara_pre1964_000690;CERES995;1915;11;6;18;30;0;-12.67;-38.63;;4.08;Mw;sara
sara_pre1964_000691;CERES995;1915;12;13;2;30;0;10.9;-66.799;25;5.79;Mw;sara
sara_pre1964_000692;CERES995;1915;12;27;15;48;0;-15.199;-75;70;6.71;Mw;sara
sara_pre1964_000693;CERES995;1915;12;28;23;40;0;-15.154;-73.93;90;7.31;Mw;sara
sara_pre1964_000694;CERES995;1916;2;8;15;35;0;-12.967;-74.063;120;6.23;Mw;sara
sara_pre1964_000695;CERES995;1916;5;1;0;0;0;-7.62;-72.659;;2.87;Mw;sara
sara_pre1964_000696;CERES995;1916;5;27;19;5;0;12.199;-68.939;0;5.2;Mw;sara
sara_pre1964_000697;CERES995;1916;6;12;13;0;0;-13.039;-39.009;;1.78;Mw;sara
sara_pre1964_000698;CERES995;1916;6;21;21;32;30;-28.5;-63;600;7.51;Mw;sara
sara_pre1964_000699;CERES995;1916;7;0;0;0;0;-15.6;-56.1;;2.87;Mw;sara
sara_pre1964_000700;CERES995;1916;8;25;9;44;42;-21;-68;180;7.51;Mw;sara
sara_pre1964_000701;ENGVI002;1916;10;3;1;26;13;-14;-74.5;0;7.11;Mw;sara
sara_pre1964_000702;CERES995;1916;;;;;;-21.26;-48.689;;2.14;Mw;sara
sara_pre1964_000703;CERES995;1917;2;15;0;48;24;-30;-73;;7.01;Mw;sara
sara_pre1964_000704;CERES995;1917;5;5;7;50;0;-21.6;-41.5;15;4.69;Mw;sara
sara_pre1964_000705;CERES995;1917;5;21;4;45;0;-8.282;-79.501;40;6.23;Mw;sara
sara_pre1964_000706;CERES995;1917;5;21;8;56;0;-15.1;-71.5;20;6.52;Mw;sara
sara_pre1964_000707;CERES995;1917;7;27;2;51;40;-32.299;-68.9;50;6.52;Mw;sara
sara_pre1964_000708;GOMAL015;1917;8;31;11;36;24;3.94;-73.99;;6.75;Mw;sara
sara_pre1964_000709;CERES995;1917;11;7;23;25;0;-12.48;-38.659;;4.44;Mw;sara
sara_pre1964_000710;CERES995;1917;11;8;1;0;0;-12.449;-38.619;;3.72;Mw;sara
sara_pre1964_000711;CERES995;1917;11;8;7;0;0;-12.449;-38.619;;2.14;Mw;sara
sara_pre1964_000712;CERES995;1917;12;23;0;0;0;-12.449;-38.619;;2.14;Mw;sara
sara_pre1964_000713;CERES995;1917;;;;;;-7.26;-64.79;;2.87;Mw;sara
sara_pre1964_000714;CERES995;1917;;;;;;-20.719;-46.609;;4.44;Mw;sara
sara_pre1964_000715;CERES995;1918;1;0;0;0;0;-15.6;-56.1;;2.87;Mw;sara
sara_pre1964_000716;CERES995;1918;1;12;11;0;0;-12.449;-38.619;;3.72;Mw;sara
sara_pre1964_000717;CERES995;1918;2;24;23;0;20;12;-62;35;6.32;Mw;sara
sara_pre1964_000718;CERES995;1918;3;4;17;0;0;-12.449;-38.619;;2.14;Mw;sara
sara_pre1964_000719;CERES995;1918;3;16;13;37;50;1;-70;;5.42;Mw;sara
sara_pre1964_000720;CERES995;1918;3;22;3;0;0;-12.449;-38.619;;2.14;Mw;sara
sara_pre1964_000721;CERES995;1918;3;22;15;0;0;-12.449;-38.619;;2.14;Mw;sara
sara_pre1964_000722;CERES995;1918;3;27;14;0;0;-12.449;-38.619;;1.78;Mw;sara
sara_pre1964_000723;CERES995;1918;3;29;14;0;0;-12.449;-38.619;;1.78;Mw;sara
sara_pre1964_000724;CERES995;1918;4;0;0;0;0;-12.449;-38.619;;1.78;Mw;sara
sara_pre1964_000725;CERES995;1918;4;14;7;30;0;-12.449;-38.619;;1.78;Mw;sara
sara_pre1964_000726;CERES995;1918;4;19;11;0;0;-12.449;-38.619;;1.78;Mw;sara
sara_pre1964_000727;ISCGE013;1918;5;20;17;55;10;-29.292;-71.857;20;6.81;Mw;sara
sara_pre1964_000728;CERES995;1918;6;0;0;0;0;-12.449;-38.619;;1.78;Mw;sara
sara_pre1964_000729;OSC013;1918;8;17;6;53;;-18.5;-63.5;540;7.11;Mw;sara
sara_pre1964_000730;CERES995;1918;8;29;0;0;0;-3.69;-40.359;;2.87;Mw;sara
sara_pre1964_000731;CERES995;1918;9;7;23;8;39;-1.4;-78.4;;5.42;Mw;sara
sara_pre1964_000732;ISCGE013;1918;12;4;11;47;48;-26.538;-70.608;;7.83;Mw;sara
sara_pre1964_000733;CERES995;1918;12;21;9;24;40;1;-70;600;6.52;Mw;sara
sara_pre1964_000734;CERES995;1918;;;;;;-23.53;-46.619;;1.42;Mw;sara
sara_pre1964_000735;CERES995;1918;;;;;;-8.279;-35.96;;2.87;Mw;sara
sara_pre1964_000736;CERES995;1919;1;20;22;30;0;-21.03;-44.75;;2.14;Mw;sara
sara_pre1964_000737;ISCGE013;1919;3;2;3;26;50;-43.8;-78.319;40;7.24;Mw;sara
sara_pre1964_000738;ISCGE013;1919;3;2;11;45;17;-43.109;-71.695;40;7.25;Mw;sara
sara_pre1964_000739;ISCGE013;1919;3;9;3;16;59.86;-41.421;-74.368;15;6.84;Mw;sara
sara_pre1964_000740;CERES995;1919;5;5;18;30;28;-11.02;-68.769;;5.54;Mw;sara
sara_pre1964_000741;CERES995;1919;5;8;0;0;0;-4.36;-39.32;;1.42;Mw;sara
sara_pre1964_000742;CERES995;1919;6;1;21;30;0;-18;-56;15;5.17;Mw;sara
sara_pre1964_000743;CERES995;1919;6;5;4;20;0;-21.03;-44.75;;2.99;Mw;sara
sara_pre1964_000744;CERES995;1919;7;11;0;30;38;8;-72;0;6.32;Mw;sara
sara_pre1964_000745;CERES995;1919;7;16;14;0;0;-15.6;-56.1;;2.87;Mw;sara
sara_pre1964_000746;CERES995;1919;7;29;9;0;0;-12.68;-38.7;;1.78;Mw;sara
sara_pre1964_000747;CERES995;1919;8;4;0;0;0;-4.36;-39.32;;2.87;Mw;sara
sara_pre1964_000748;CERES995;1919;8;5;9;0;0;-25.01;-47.939;;2.99;Mw;sara
sara_pre1964_000749;OSC013;1919;8;8;5;1;;-21;-67;224;6.32;Mw;sara
sara_pre1964_000750;OSC013;1919;8;9;12;25;;-21;-67;224;6.32;Mw;sara
sara_pre1964_000751;CERES995;1919;9;0;0;0;0;-17.219;-46.869;;3.23;Mw;sara
sara_pre1964_000752;OSC013;1919;9;13;12;19;;-15.2;-64.2;493;6.32;Mw;sara
sara_pre1964_000753;OSC013;1919;9;16;11;48;;-15.2;-64;493;6.32;Mw;sara
sara_pre1964_000754;CERES995;1919;11;9;14;0;0;-12.75;-38.68;;3.84;Mw;sara
sara_pre1964_000755;CERES995;1919;11;10;0;0;0;-12.59;-38.619;;3.6;Mw;sara
sara_pre1964_000756;CERES995;1919;11;11;23;55;0;-12.68;-38.7;;1.78;Mw;sara
sara_pre1964_000757;CERES995;1919;11;13;0;0;0;-12.55;-38.7;;2.99;Mw;sara
sara_pre1964_000758;CERES995;1919;11;16;9;55;0;-12.67;-38.68;;3.48;Mw;sara
sara_pre1964_000759;CERES995;1919;11;23;4;20;0;-12.65;-38.619;;4.32;Mw;sara
sara_pre1964_000760;CERES995;1919;11;24;6;0;0;-3.87;-38.92;;4.69;Mw;sara
sara_pre1964_000761;CERES995;1919;12;28;18;46;44;-21.43;-65.719;;5.54;Mw;sara
sara_pre1964_000762;CERES995;1919;;;;;;-10.91;-37.02;;2.87;Mw;sara
sara_pre1964_000763;CERES985;1920;1;9;16;30;;7.92;-72.51;;4.89;Mw;sara
sara_pre1964_000764;CERES995;1920;1;11;12;47;0;10.68;-61.509;0;4.93;Mw;sara
sara_pre1964_000765;CERES995;1920;1;30;18;26;45;3;-71.5;;6.09;Mw;sara
sara_pre1964_000766;CERES995;1920;1;31;11;10;0;-21.03;-44.75;;4.08;Mw;sara
sara_pre1964_000767;CERES995;1920;1;31;23;8;;-21.03;-44.75;;2.14;Mw;sara
sara_pre1964_000768;CERES995;1920;2;1;4;35;0;-21.03;-44.75;;2.63;Mw;sara
sara_pre1964_000769;CERES995;1920;2;9;16;20;;-21.03;-44.75;;2.14;Mw;sara
sara_pre1964_000770;CERES995;1920;2;17;2;;;-4.36;-39.32;;2.87;Mw;sara
sara_pre1964_000771;CERES995;1920;2;17;11;30;;-21.1;-44.92;;2.14;Mw;sara
sara_pre1964_000772;CERES995;1920;2;18;15;;;-21.03;-44.75;;2.14;Mw;sara
sara_pre1964_000773;CERES995;1920;2;21;;;;-4.36;-39.32;;2.87;Mw;sara
sara_pre1964_000774;CERES995;1920;3;11;22;15;;-21.03;-44.75;;2.14;Mw;sara
sara_pre1964_000775;CERES995;1920;7;13;6;34;6;-15.3;-68.349;;5.96;Mw;sara
sara_pre1964_000776;CERES995;1920;7;26;6;30;0;-2.2;-79.9;;5.42;Mw;sara
sara_pre1964_000777;ISCGE013;1920;8;3;19;57;12;-27.398;-67.848;;6.93;Mw;sara
sara_pre1964_000778;CERES995;1920;8;13;2;3;0;-20;-68;150;6.52;Mw;sara
sara_pre1964_000779;ISCGE013;1920;8;20;16;15;42.93;-38.063;-73.017;15;6.9;Mw;sara
sara_pre1964_000780;TAVAL001;1920;10;7;20;54;0;-15.133;-74.173;80;7.11;Mw;sara
sara_pre1964_000781;OSC013;1920;11;24;11;51;;-14.3;-64.2;318;7.11;Mw;sara
sara_pre1964_000782;ISCGE013;1920;12;10;4;25;40;-37.723;-70.256;;7.3;Mw;sara
sara_pre1964_000783;CERES995;1920;12;17;18;59;49;-32.7;-68.4;40;6.09;Mw;sara
sara_pre1964_000784;CERES995;1920;12;22;5;53;44.79;-16.969;-65.849;;5.54;Mw;sara
sara_pre1964_000785;CERES995;1921;1;21;;;;-4.1;-59.35;;2.87;Mw;sara
sara_pre1964_000786;CERES995;1921;2;22;5;25;0;10.9;-66.799;15;5.11;Mw;sara
sara_pre1964_000787;OSC013;1921;9;30;7;29;;-17.43;-66.35;33;5.55;Mw;sara
sara_pre1964_000788;ENGVI002;1921;10;20;6;3;20.64;-20.06;-68.956;114;7.15;Mw;sara
sara_pre1964_000789;CERES995;1921;10;20;6;3;24;-18.5;-68;120;7.01;Mw;sara
sara_pre1964_000790;ISCGE013;1921;11;13;8;40;45;11.829;-71.461;0;6.35;Mw;sara
sara_pre1964_000791;ISCGE013;1921;12;18;15;29;29.12;-3.827;-71.322;540;7.3;Mw;sara
sara_pre1964_000792;ISCGE013;1922;1;6;14;11;2;-17.734;-72.743;15;6.85;Mw;sara
sara_pre1964_000793;ISCGE013;1922;1;17;3;50;29.71;-3.025;-71.398;475;7.9;Mw;sara
sara_pre1964_000794;CERES995;1922;1;27;1;;;-20.68;-44.579;;3.6;Mw;sara
sara_pre1964_000795;CERES995;1922;1;27;6;50;40;-22.17;-47.039;15;5.41;Mw;sara
sara_pre1964_000796;CERES995;1922;1;27;;;;-20.68;-44.579;;3.6;Mw;sara
sara_pre1964_000797;CERES995;1922;3;28;3;57;54;-21;-68;90;7.21;Mw;sara
sara_pre1964_000798;CERES995;1922;4;6;2;36;0;-0.2;-78.599;;5.42;Mw;sara
sara_pre1964_000799;CERES995;1922;5;11;6;45;35;12;-59.5;33;6.09;Mw;sara
sara_pre1964_000800;CERES985;1922;5;;;;;-0.22;-78.5;;5.49;Mw;sara
sara_pre1964_000801;CERES995;1922;7;10;9;38;10;-19;-62.5;630;6.71;Mw;sara
sara_pre1964_000802;CERES995;1922;8;1;;;;-8.279;-35.96;;2.87;Mw;sara
sara_pre1964_000803;CERES995;1922;8;8;0;0;0;10.68;-63.14;0;4.93;Mw;sara
sara_pre1964_000804;CERES995;1922;8;8;15;30;;-8.279;-35.96;;2.87;Mw;sara
sara_pre1964_000805;CERES995;1922;9;4;19;4;8;-10.5;-69.5;660;6.91;Mw;sara
sara_pre1964_000806;CERES995;1922;10;11;14;49;50;-16;-72.5;50;7.41;Mw;sara
sara_pre1964_000807;ISCGE013;1922;11;7;23;0;9;-28.365;-71.96;;6.99;Mw;sara
sara_pre1964_000808;ISCGE013;1922;11;11;4;32;36;-28.293;-69.852;25;8.3;Mw;sara
sara_pre1964_000809;ISCGE013;1922;11;11;18;9;32.24;-28.389;-70.58;35;6.62;Mw;sara
sara_pre1964_000810;ISCGE013;1922;11;17;11;2;42;-30.333;-72.489;15;6.71;Mw;sara
sara_pre1964_000811;CERES995;1922;;;;;;-1.92;-55.5;;2.87;Mw;sara
sara_pre1964_000812;CERES995;1922;;;;;;-9.38;-36.24;;2.87;Mw;sara
sara_pre1964_000813;CERES995;1923;1;23;15;42;0;-26;-67.2;;6.22;Mw;sara
sara_pre1964_000814;BEAAL013;1923;2;5;12;22;0;-0.55;-78.63;;6.15;Mw;sara
sara_pre1964_000815;ISCGE013;1923;5;4;22;26;45;-28.928;-71.332;35;6.49;Mw;sara
sara_pre1964_000816;CERES995;1923;5;16;15;46;0;-0.22;-78.5;;5.49;Mw;sara
sara_pre1964_000817;CERES995;1923;5;28;19;34;0;-31.199;-65.2;;5.37;Mw;sara
sara_pre1964_000818;OSC013;1923;7;4;16;49;;-18;-66;153;6.91;Mw;sara
sara_pre1964_000819;ISCGE013;1923;8;8;12;1;27;10.362;-62.804;20;6.33;Mw;sara
sara_pre1964_000820;CERES995;1923;9;2;22;38;12;-16;-68.5;150;7.01;Mw;sara
sara_pre1964_000821;CERES995;1923;9;9;4;16;25;0;-75;;5.09;Mw;sara
sara_pre1964_000822;OSC013;1923;10;4;17;31;10;-14;-64.5;333;6.91;Mw;sara
sara_pre1964_000823;ISCGE013;1923;11;6;17;15;17;-38.708;-73.182;;6.16;Mw;sara
sara_pre1964_000824;CERES995;1923;11;8;12;29;0;-26.399;-68;;5.79;Mw;sara
sara_pre1964_000825;GOMAL015;1923;12;14;10;31;;0.874;-77.781;10;5.94;Mw;sara
sara_pre1964_000826;GOMAL015;1923;12;22;9;56;;4.655;-73.386;20;6.25;Mw;sara
sara_pre1964_000827;CERES995;1924;1;7;0;0;0;4.7;-73.5;;6.32;Mw;sara
sara_pre1964_000828;CERES995;1924;1;9;6;22;0;-24;-64;;5.71;Mw;sara
sara_pre1964_000829;CERES995;1924;1;13;3;0;0;0.92;-77.78;;7.01;Mw;sara
sara_pre1964_000830;CERES995;1924;1;19;20;7;0;-27.8;-66;;5.79;Mw;sara
sara_pre1964_000831;CERES995;1924;1;28;3;43;28;1;-70;;5.76;Mw;sara
sara_pre1964_000832;ISCGE013;1924;1;29;1;54;59.92;-28.222;-70.755;45;6.67;Mw;sara
sara_pre1964_000833;OSC013;1924;1;31;0;58;40;-18;-66;153;6.91;Mw;sara
sara_pre1964_000834;CERES995;1924;2;13;14;50;0;-26;-65;;5.45;Mw;sara
sara_pre1964_000835;CERES995;1924;2;23;21;30;0;-24;-64.4;;6.13;Mw;sara
sara_pre1964_000836;CERES995;1924;3;3;6;0;0;-1.6;-78.629;;5.89;Mw;sara
sara_pre1964_000837;OSC013;1924;3;6;9;19;56;-19.5;-66;193;6.91;Mw;sara
sara_pre1964_000838;CERES995;1924;3;11;22;44;23;-4;-82;60;6.81;Mw;sara
sara_pre1964_000839;CERES995;1924;3;16;1;22;36;-2;-72;;5.76;Mw;sara
sara_pre1964_000840;CERES995;1924;3;19;16;56;0;-31;-69;;5.96;Mw;sara
sara_pre1964_000841;CERES995;1924;5;27;5;50;0;-28.5;-66;;5.62;Mw;sara
sara_pre1964_000842;SGC014;1924;7;6;14;18;51.7;7.224;-77.601;20;6.42;Mw;sara
sara_pre1964_000843;OSC013;1924;7;7;17;20;50;-18.5;-63.5;20;6.91;Mw;sara
sara_pre1964_000844;CERES995;1924;7;22;4;4;18;-2;-80;250;6.52;Mw;sara
sara_pre1964_000845;CERES995;1924;10;16;23;13;0;-31.8;-70;;6.13;Mw;sara
sara_pre1964_000846;CERES995;1924;10;18;23;5;27;2.5;-80;;6.71;Mw;sara
sara_pre1964_000847;CERES995;1924;12;21;19;23;0;-32.2;-66.4;;6.05;Mw;sara
sara_pre1964_000848;CERES995;1924;;;;;;-8.279;-35.96;;3.6;Mw;sara
sara_pre1964_000849;CERES995;1925;1;5;13;45;46;-14;-73.5;200;6.52;Mw;sara
sara_pre1964_000850;ISCGE013;1925;5;15;11;56;57;-25.57;-70.492;50;6.37;Mw;sara
sara_pre1964_000851;ISCGE013;1925;6;7;23;41;37.6;4.279;-75.331;15;6.29;Mw;sara
sara_pre1964_000852;SGC014;1925;6;23;16;46;58;-0.11;-77.039;25;6.71;Mw;sara
sara_pre1964_000853;CERES995;1925;7;31;8;46;18;5.5;-77.5;;5.42;Mw;sara
sara_pre1964_000854;CERES995;1925;9;12;9;26;0;-8;-75;;6.91;Mw;sara
sara_pre1964_000855;INPRE015;1925;10;14;;;;-23.1;-64.4;;5.47;Mw;sara
sara_pre1964_000856;CERES995;1925;10;25;4;30;0;-18;-73;;6.91;Mw;sara
sara_pre1964_000857;CERES995;1925;10;25;4;31;9.3;-18.199;-65.17;;5.45;Mw;sara
sara_pre1964_000858;CERES995;1925;10;26;2;39;18.69;-18.149;-65.26;;5.11;Mw;sara
sara_pre1964_000859;CERES995;1925;10;27;2;48;7.6;-18.27;-65.06;;5.11;Mw;sara
sara_pre1964_000860;ISCGE013;1925;11;17;0;17;53.79;-10.49;-80.562;10;6.31;Mw;sara
sara_pre1964_000861;CERES995;1925;;;;;;-8.279;-35.96;;2.87;Mw;sara
sara_pre1964_000862;CERES995;1926;2;1;1;17;33;10.5;-63.5;100;6.52;Mw;sara
sara_pre1964_000863;CERES995;1926;2;9;0;24;24;-28;-62;660;6.52;Mw;sara
sara_pre1964_000864;CERES995;1926;3;1;;;;-3.83;-51.84;;2.87;Mw;sara
sara_pre1964_000865;CERES995;1926;3;7;20;32;30;-9.5;-84;;6.81;Mw;sara
sara_pre1964_000866;CERES995;1926;3;7;20;33;38;-5;-76.5;150;6.52;Mw;sara
sara_pre1964_000867;CERES995;1926;3;11;10;41;54;-10;-74;80;7.21;Mw;sara
sara_pre1964_000868;SGC014;1926;3;17;11;53;43.7;12.056;-82.045;25;6.91;Mw;sara
sara_pre1964_000869;CERES995;1926;4;28;11;13;50;-24;-69;180;7.01;Mw;sara
sara_pre1964_000870;CERES995;1926;6;5;1;20;15;-17;-78.5;;6.81;Mw;sara
sara_pre1964_000871;CERES995;1926;7;1;20;29;30;-5;-81.5;;6.81;Mw;sara
sara_pre1964_000872;CERES995;1926;7;14;1;38;40;-2.5;-71;;6.81;Mw;sara
sara_pre1964_000873;CERES995;1926;8;12;22;17;48;-23;-70;;6.81;Mw;sara
sara_pre1964_000874;CERES995;1926;9;30;5;30;0;8.6;-71.15;0;5.2;Mw;sara
sara_pre1964_000875;CERES995;1926;10;11;17;20;0;8.55;-71.2;0;5.71;Mw;sara
sara_pre1964_000876;CERES995;1926;11;3;0;0;0;-0.8;-78.599;;5.42;Mw;sara
sara_pre1964_000877;CERES995;1926;11;10;23;20;56.1;-17.399;-66.12;;5.45;Mw;sara
sara_pre1964_000878;CERES995;1926;11;13;0;17;31.3;-17.399;-66.12;;5.62;Mw;sara
sara_pre1964_000879;CERES995;1926;11;15;0;27;9.6;-17.399;-66.12;;5.2;Mw;sara
sara_pre1964_000880;BEAAL013;1926;12;18;18;5;0;0.8;-77.9;;6.05;Mw;sara
sara_pre1964_000881;CERES995;1926;12;19;1;50;0;1.1;-77.5;;6.32;Mw;sara
sara_pre1964_000882;CERES995;1926;12;27;18;0;0;0.63;-77.799;;5.49;Mw;sara
sara_pre1964_000883;OSC013;1927;1;5;7;43;;-17;-63;20;6.81;Mw;sara
sara_pre1964_000884;OSC013;1927;1;20;10;16;18;-21;-67;133;6.81;Mw;sara
sara_pre1964_000885;CERES995;1927;1;24;5;50;0;-30.5;-65.5;;5.28;Mw;sara
sara_pre1964_000886;ISCGE013;1927;2;28;14;7;45;-28.549;-71.081;35;6.54;Mw;sara
sara_pre1964_000887;CERES995;1927;3;13;5;32;26;-6;-81.5;;6.09;Mw;sara
sara_pre1964_000888;CERES995;1927;4;6;18;54;5;-10;-70;600;6.09;Mw;sara
sara_pre1964_000889;OSC013;1927;4;7;0;8;;-17;-64;418;6.81;Mw;sara
sara_pre1964_000890;OSC013;1927;4;9;16;51;;-21;-67;96;6.81;Mw;sara
sara_pre1964_000891;CERES995;1927;4;14;6;23;28;-32;-69.5;110;7.11;Mw;sara
sara_pre1964_000892;CERES995;1927;4;23;8;58;0;-27;-67.5;;5.88;Mw;sara
sara_pre1964_000893;CERES995;1927;5;13;22;12;0;-23.5;-64.5;;6.05;Mw;sara
sara_pre1964_000894;CERES995;1927;5;22;1;45;10;-21;-67;140;6.22;Mw;sara
sara_pre1964_000895;CERES995;1927;6;19;8;51;0;-32.5;-69.299;;6.05;Mw;sara
sara_pre1964_000896;CERES995;1927;6;28;19;46;0;-33;-69;;5.79;Mw;sara
sara_pre1964_000897;CERES995;1927;8;1;11;28;36;-24;-66.5;200;6.52;Mw;sara
sara_pre1964_000898;CERES995;1927;8;13;8;23;0;-34;-69;;6.05;Mw;sara
sara_pre1964_000899;CERES995;1927;10;3;23;55;52;-21;-68;100;6.52;Mw;sara
sara_pre1964_000900;ISCGE013;1927;11;14;7;19;25;-30.798;-70.782;50;6.69;Mw;sara
sara_pre1964_000901;CERES995;1927;11;17;20;54;47;-24;-66.5;200;5.76;Mw;sara
sara_pre1964_000902;ISCGE013;1927;11;21;23;12;25;-44.816;-72.926;15;7.24;Mw;sara
sara_pre1964_000903;CERES995;1927;11;26;12;53;58;-24.5;-67;180;6.81;Mw;sara
sara_pre1964_000904;CERES995;1927;;;;;;-6.04;-38.46;;3.6;Mw;sara
sara_pre1964_000905;CERES995;1928;1;5;21;46;13;-19.5;-64;640;6.71;Mw;sara
sara_pre1964_000906;CERES995;1928;1;8;0;40;0;-28;-65.5;;5.71;Mw;sara
sara_pre1964_000907;ISCGE013;1928;1;12;13;6;39;-29.879;-71.819;30;6.31;Mw;sara
sara_pre1964_000908;CERES995;1928;1;16;10;26;0;-36;-70;;5.54;Mw;sara
sara_pre1964_000909;CERES995;1928;1;22;2;9;0;-33.5;-69.5;;5.71;Mw;sara
sara_pre1964_000910;CERES995;1928;1;27;7;11;0;-35;-69.5;;5.28;Mw;sara
sara_pre1964_000911;ISCGE013;1928;4;9;17;34;15;-13.613;-70.372;30;6.72;Mw;sara
sara_pre1964_000912;CERES995;1928;4;15;0;59;0;-4.56;-37.759;;4.08;Mw;sara
sara_pre1964_000913;CERES995;1928;4;17;18;23;0;-24.1;-65.4;;5.96;Mw;sara
sara_pre1964_000914;ISCGE013;1928;4;27;20;34;58;-13.631;-70.354;25;6.49;Mw;sara
sara_pre1964_000915;ENGVI002;1928;5;14;22;14;51.45;-5.261;-78.559;35;7.2;Mw;sara
sara_pre1964_000916;CERES995;1928;5;17;10;55;0;-13;-72;;6.23;Mw;sara
sara_pre1964_000917;CERES995;1928;5;26;8;28;56;-23.5;-69;130;6.32;Mw;sara
sara_pre1964_000918;CERES995;1928;6;4;11;31;0;-34;-68.599;;5.79;Mw;sara
sara_pre1964_000919;CERES995;1928;6;8;0;30;;-5.42;-39.359;;3.6;Mw;sara
sara_pre1964_000920;CERES995;1928;7;6;4;24;4;-17.239;-66.29;;5.54;Mw;sara
sara_pre1964_000921;CERES995;1928;7;18;18;45;0;-1;-78;;5.89;Mw;sara
sara_pre1964_000922;CERES995;1928;7;18;19;5;0;-5.5;-79;;7.01;Mw;sara
sara_pre1964_000923;CERES995;1928;7;21;5;33;0;-26;-66.5;;5.28;Mw;sara
sara_pre1964_000924;CERES995;1928;7;28;19;50;15;-31;-71;50;6.52;Mw;sara
sara_pre1964_000925;CERES995;1928;8;15;17;15;43;-28;-62.5;620;6.52;Mw;sara
sara_pre1964_000926;CERES995;1928;9;11;0;27;0;-31;-69;;5.71;Mw;sara
sara_pre1964_000927;OSC013;1928;9;21;2;5;;-17.5;-64;333;6.71;Mw;sara
sara_pre1964_000928;CERES995;1928;9;21;13;27;5;-15;-70.5;250;6.81;Mw;sara
sara_pre1964_000929;CERES995;1928;9;27;0;44;5;12;-60;33;6.52;Mw;sara
sara_pre1964_000930;CERES995;1928;9;28;;;;2.02;-60.68;;2.87;Mw;sara
sara_pre1964_000931;CERES995;1928;10;17;7;54;0;-34;-69.5;;5.28;Mw;sara
sara_pre1964_000932;ISCGE013;1928;10;17;15;19;35;-53.685;-56.101;;6.47;Mw;sara
sara_pre1964_000933;GOMAL015;1928;11;1;16;8;18;5.224;-73.28;;6.11;Mw;sara
sara_pre1964_000934;ISCGE013;1928;11;20;20;35;7;-23.152;-69.997;45;6.8;Mw;sara
sara_pre1964_000935;ISCGE013;1928;12;1;4;6;10;-35.155;-72.105;25;7.7;Mw;sara
